input,output
 Randy has 78 blocks. He uses 19 blocks to build a tower.How many blocks are left?,59
Sean has 55 blocks. 29 are eaten by a hippopotamus.How many blocks will Sean have?,26
Melanie had 19 dimes in her bank . Her dad gave her 39 dimes and her mother gave her 25 dimes .How many dimes does Melanie have now ?,83
There are 4 walnut trees currently in the park . Park workers will plant 6 walnut trees today .How many walnut trees will the park have when the workers are finished ?,10
"At the beach, Janet and her sister both built sandcastles and then measured their heights. Janet's sandcastle was 3.6666666666666665 feet tall and her sister's was 2.3333333333333335 feet tall.How much taller was Janet's sandcastle than her sister's?",1.333333333
 Darius drove 679 miles to visit his grandmother. Julia drove 998 miles to visit her grandmother.What is the total number of miles Darius and Julia  drove?,1677
"Bridget has 4 Skittles. Henry has 4 Skittles.If Henry gives all of his Skittles to Bridget, how many Skittles will Bridget have?",8
 There are 5 flowers and 3 bees.How many fewer bees are there than flowers?,2
Mike has 8 orange marbles. He gave Sam 4 of the marbles .How many orange marbles does he now have ?,4
" Isabella’s hair is 18 cubes long.If her hair grows 4 more inches, how long will it be?",22
"Hoping to be named Salesperson of the Month, Rosa called the names from 10.2 pages of the phone book last week. This week, she called the people listed on another 8.6 pages of the same phone book.How many pages worth of people did Rosa call in all?",18.8
Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches .how many did she pick ?,42
Denise removes 5 bananas from a jar. There were originally 46 bananas in the jar.How many bananas are left in the jar?,41
Marilyn starts with 51 bottle caps. She shares 36 with Nancy.How many bottle caps does Marilyn end with?,15
"Fred went to 36 basketball games this year , but missed 35 . He went to 11 games last year .How many basketball games did Fred go to in total ?",47
"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses .How many houses did developers build during the housing boom ?",574
There are 25 popular trees currently in the park. Park workers will plant  73 more popular trees today.How many popular trees will the park have when the workers are finished ?,98
Steve has 46 oranges. He shares 4 with Patrick.How many oranges will Steve have?,42
A spaceship traveled 0.5 of a light-year from Earth to Planet X and 0.1 of a light-year from Planet X to Planet Y. Then it traveled 0.1 of a light-year from Planet Y back to Earth.How many light-years did the spaceship travel in all?,0.7
Sam went to 14 football games this year. He went to 29 games  last year.How many football games did Sam go to in all ?,43
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed .How many gallons of oil leaked while the engineers were fixing the pipe ?",3731
Nancy found 35 seashells and 25 starfish on the beach . She gave 17 of the seashells to Jason .How many seashells does Nancy now have ?,18
A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long .How much longer was the first fish ?,0.1
"As part of a lesson on earthquakes , a science class is researching the movement of a nearby fault line . The fault line moved 1.25 inches during the past year and 5.25 inches the year before .How far did the fault line move in all ?",6.5
It rained 0.2 inches on Saturday and 0.4 inches on Sunday .How much did it rain on Saturday and Sunday combined ?,0.6
Elizabeth went to the salon and had 0.375 of an inch of hair cut off. The next day she went back and asked for another 0.5 of an inch to be cut off.How much hair did she have cut off in all?,0.875
Tim has 22 books . Mike has 20 books .How many books do they have together ?,42
 532 people are watching a movie in a theater. The theater has 750 seats.How many seats are empty in the theater?,218
"A restaurant served 9 pizzas during lunch, and 6 during dinner today .How many pizzas were served today ?",15
"Mike had 34 peaches left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand.There are now 86 peaches at the stand, how many did he pick ?",52
There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today .How many walnut trees will the park have when the workers are finished ?,211
Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards .How many Pokemon cards does Jason have now ?,452
Alyssa's high school played 31 hockey games this year. She attended  13 games.How many hockey games did Alyssa miss ?,18
Sandy went to the mall on Saturday to buy clothes. She paid $9.24 on pants and $8.25 on a shirt with a $20 bill.How much money did Sandy get in change?,2.51
"At a pie-eating contest, Erik got through 0.6666666666666666 of a pie before time was called; Frank finished just 0.3333333333333333 of a pie.How much more pie did Erik eat than Frank?",0.333333333
"One evening, a restaurant served a total of 0.2 of a loaf of wheat bread and 0.4 of a loaf of white bread.How many loaves were served in all?",0.6
A restaurant served 6 cakes during lunch and 9 during dinner today .How many cakes were served today ?,15
Joan 's cat had 8 kittens . She gave 2 to her friends .How many kittens does she have now ?,6
Lisa starts with 91 bananas. Maria gives Lisa 8 more.How many bananas does Lisa end with?,99
Helen starts with 9 oranges. She gets 29 more from Ann.How many oranges does Helen end with?,38
Last week Tom had 74 dollars. He washed cars over the weekend and now has 86 dollars.How much money did he make washing cars ?,12
Melanie's high school played 64 soccer games this year. She attended  32 games.How many soccer games did Melanie miss ?,32
 Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents.How much did she spend in all for the two toys?,38
Dan has 64 violet marbles. He gave Mary 14 of the marbles .How many violet marbles does he now have ?,50
0.5 the students in the band are in the trumpet section . 0.125 the students in the band are in the trombone section .What fraction of the students in the band are in either the trumpet section or the trombone section ?,0.625
"Milford Lake was originally blue because it only had 809 algae plants . Now there are 3263 algae plants , and the lake has turned green .How many more algae plants are in Milford Lake now ?",2454
 Charlie has 31 more snowballs than Lucy. She has 19 snowballs.How many does Charlie have?,50
Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell .How many seashells did she give to Sam ?,43
"During a canned food drive, items were sorted into bins. The drive resulted in 0.125 of a bin of soup, 0.125 of a bin of vegetables, and 0.5 of a bin of pasta.Altogether, how many bins would the canned food take up?",0.75
"Jessica spent $10.22 on a cat toy, and a cage cost her $11.73.What was the total cost of Jessica's purchases?",21.95
Sandy is baking a cake. The recipe wants 7 cups of flour. She already put in 4 cups.How many more cups does she need to add ?,3
Sara had 100 pennies and 783 quarters in her bank . Her dad borrowed 271 quarters from Sara .How many quarters does she have now ?,512
Fred's high school played 616 baseball games this year. He attended  147 games.How many baseball games did Fred miss ?,469
"While playing a video game , Paul scored 3103 points . He and his cousin together have a total of 5816 points .How many points does Paul 's cousin have ?",2713
 Jane buys an apple for $0.75 and pays with a $5.00 bill.How much change will she get?,4.25
Marie starts with 95 erasers. She loses 42.How many erasers does Marie end with?,53
Jose has 85 peanuts. Kenya has 48 more than Jose.How many peanuts does Kenya have?,133
Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones .How many of Farmer Cunningham 's lambs are black ?,5855
"A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had 0.08333333333333333 tart filled with cherries , 0.75 tart filled with blueberries , and 0.08333333333333333 tart filled with peaches .How many leftover tarts did the restaurant have in all ?",0.916666667
 Connie has 39 marbles. Juan has 25 more marbles than Connie.How many marbles does Juan have?,64
"Christina just transferred $69 out of her bank account. As a result, the account now has $26,935 left in it.How much money was in the account before the transfer?",27004
" Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left.How many trucks did Sarah have to start with?",51
"Irwin 's family went on a camping trip in the mountains . On the first day , they hiked from their car to the campsite . First , they hiked 0.2 mile from the car to a stream , and 0.4 mile from the stream to a meadow . Then they hiked 0.1 mile from the meadow to the campsite .How many miles did Irwin 's family hike in all ?",0.7
"Irwin's family went on a camping trip in the mountains. On the first day, they hiked from their car to the campsite. First, they hiked 0.2 of a mile from the car to a stream, and 0.4 of a mile from the stream to a meadow. Then they hiked 0.1 of a mile from the meadow to the campsite.How many miles did Irwin's family hike in all?",0.7
Tim found 679 seashells and 110 starfish on the beach . He gave 172 of the seashells to Sara .How many seashells does Tim now have ?,507
A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end .How long is the piece of wood now ?,6.6
